level,date,purchased,review
Level 3. Wonderkid,Posted on 24 Dec 2019,None,Random speed for mobile network. The coverage in singapore is decent. Customer service is decent as well. Plan is more expensive that other teleco
Level 3. Wonderkid,Posted on 23 Nov 2019,None,Starhub customer service is the lousiest I have ever seen.
Level 7. Grand Master,Posted on 21 Nov 2019,None,The plan is getting more expensive every year. I don't face much problems with the line hence can't comment much on the customer service
Level 3. Wonderkid,Posted on 19 Nov 2019,Purchased,The 4G network is very poor. Customer Service is attroish. Long waiting time to get a customer service officer to answer my queries. 
Level 5. Genius,Posted on 19 Nov 2019,Purchased,"Customer Service: Generally it is good, staff are patient in clarifying my doubts (Although long waiting time when calling in through the hotline during peak periods) "
Level 2. Rookie,Posted on 06 Nov 2019,None,Horrible service. Did not honour the promise. Make customer wait for their call but in the end customer have to call in to ask again and again. Due to their negligence we have to use our mobile internet and burst our monthly bill while waiting for their arrangement on fibre. Suggest to use another provider which is cheaper and reliable.
Level 3. Wonderkid,Posted on 02 Oct 2019,None,I really love starhub. But personally I felt starhub is losing out on its market capitalization. Would really hope starhub bucks up and adapts to the current market!
Level 3. Wonderkid,Posted on 19 Sep 2019,None,Helpfully and The quality and good service and Understanding and good helping and I hope can be more promotion 
Level 3. Wonderkid,Posted on 18 Sep 2019,None,"My phone doesn't always get reception. But when I overuse my data I always get notifications, which is great. The customer service is also prompt and efficient. "
Level 2. Rookie,Posted on 05 Sep 2019,None,"I am a customer for starhub for over around 18 years. They have always been very helpful whenever i need help because they always help me very quickly.  Starhub has great customer service, i hope they will keep it up."
Level 6. Master,Updated on 22 Aug 2019,None,"Pros: unlimited weekend data is fantastic and $20 a month with no contract is decent; coverage is comparable to Singtel and M1 imo (was a user under them 1 and 2 years ago respectively); customer service on Facebook is good and replies quickly to resolve issues; data roaming prices are decent for certain countries; cheapest out of all the telcos for line suspension (5.35 per month) Overall, for the price, I am content but the whole customer service experience can be improved upon."
Level 3. Wonderkid,Posted on 21 Aug 2019,None,"Using prepaid card and i would say the Price is competitive , reasonable , and signal is strong. Customer service is way better than other telco."
Level 4. Prodigy,Updated on 21 Aug 2019,None,"I'm on StarHub's XS mobile plan ($36/mth). The connection and speed both Indoors and outdoors are good. Connection issues are very rare. Its service is reliable compared to other telcos, especially when I'm inside the MRT train. The Customer Service Officers are helpful too.  I'll switch to a cheaper plan that offers a reasonable service after my current plan expires."
Level 3. Wonderkid,Posted on 21 Aug 2019,None,"I am using starhub postpaid phone. I am very old customer. There are many benefits of we go out side, I feel StarHub should much better for existing customers."
Level 2. Rookie,Posted on 21 Aug 2019,None,Will need improvement for the delivery personal. Experience 2 time and they are always very rush.  It like loanshark asking you to sign paper.  
Level 4. Prodigy,Posted on 17 Aug 2019,None,"Switched from M1. Been 3 months and so far so good. The experience signing up was good, with helpful customer service people there. I like the interface of the app, and it tells me how much data im using. Free weekend data so I have plenty of data to use (they had some sort of promotion so I have 20GB of free data monthly as well). Just a little gripe though. I called starhub helpline (for my internet issue) previously, and it counted all that time (even tho i dialed 1800) as talktime used up. I nearly busted my 100mins due to it. So whoever's intending to use Starhub and don't have a home phone like me, do be careful when calling helplines, even Starhub's. "
Level 4. Prodigy,Posted on 14 Aug 2019,None,I have been leveraging my first 2 companies' CIS (Corporate Individual Scheme). I have always found StarHub CIS come up cheaper than SingTel CIS. Loyal customer of 7+ years :)
Level 3. Wonderkid,Updated on 14 Aug 2019,None,"I am using the Postpaid plan. I like the improved Starhub App that allows a lot of monitoring and even customisation to the plans as and when needed. BUT, I realised when they upgrade their plans, the previous customers suffer. My mum is still on an old plan that gives the least but charges more than my current plan. When asked, they said, oh! she is under contract so need to first finish before switching to the new plan. C'mon! "
Level 2. Rookie,Updated on 14 Aug 2019,None,"the WORST customer experience I've had in ANY company of ANY kind, EVER. Like I have both broadband and mobile in TWO separate accounts not linked and they send me a 6 page PDF to fill up and send back. I cannot do GIRO and I have to pay manually as GUEST monthly. I wont do this mistake again. For sure. Oh and the broadband from Myrepublic much better."
