,post_title,post_username,post,reply to
2621,"SAF IPPT, IPT & RT Questions...",Nuclear Boy,"Doesn't seem like it's a must to do FIT until following window if you choose not to after failing IPPT in current window. Also, since IPPT is attempted, definitely never default on IPPT.  And another one on what defines as defaulting on FIT: 14. I am unable to complete 10 NS FIT sessions within my IPPT window, will I be considered an IPPT defaulter? If you are unable to complete all 10 NS FIT sessions within your IPPT window, you will not be considered a defaulter. However, you will be required to complete a mandatory NS FIT programme for your next mandatory NS FIT window. The following point states if Mandatory FIT for following cycle is not completed, will then be considered as defaulting.  It doesn't state anything on FIT being compulsory if one fails IPPT, and can get charged for not completing it within the same window. It is a personal choice, but Mandatory FIT comes in the following window, which must be completed.","Quote: 6. I did not pass my IPPT during my IPPT window. Can I book NS FIT in the same window? Quote: If you are unable to pass your IPPT, you can opt to participate in 10 sessions of NS FIT anytime within your IPPT window. Your IPPT attempt will be counted towards the 10-session NS FIT programme."
2622,"SAF IPPT, IPT & RT Questions...",flowerpalms,"There is no clarification if fail ippt , FIT must do in same window Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»","Nuclear Boy wrote: From https://www.ns.sg/nsp/portal/site/fa...ge-ippt-ipt-rt  Doesn't seem like it's a must to do FIT until following window if you choose not to after failing IPPT in current window. Also, since IPPT is attempted, definitely never default on IPPT.  And another one on what defines as defaulting on FIT:  The following point states if Mandatory FIT for following cycle is not completed, will then be considered as defaulting.  It doesn't state anything on FIT being compulsory if one fails IPPT, and can get charged for not completing it within the same window. It is a personal choice, but Mandatory FIT comes in the following window, which must be completed."
2623,"SAF IPPT, IPT & RT Questions...",Nuclear Boy,"It only states that you can opt to do FIT. It doesn't say clearly what if you don't. If they allow choice in the first place, then logically, nothing will happen other than having to attend Mandatory FIT next window. Completing FIT within same window just means you can choose what you want to do on your next window, instead of having Mandatory FIT. Will wait for their official confirmation and share here.","flowerpalms wrote: There is no clarification if fail ippt , FIT must do in same window  Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»"
2624,"SAF IPPT, IPT & RT Questions...",flowerpalms,"I would say in the same window , you either pass ippt or take the FIIT  Because this scenario is HIGHLY unlikely  2021: fail ippt 2022: FIIT 2023: fail ippt 2024: FIIT 2025: fail ippt 2026: FIIT  But rather 2021: pass ippt 2022: pass ippt 2023: pass ippt  OR  2021: FIIT 2022: FIIT 2023: FIIT  Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»",NIL
2625,"SAF IPPT, IPT & RT Questions...",Nuclear Boy,"On the other hand, there could be someone who may want to repeat many attempts at IPPT, and IPPT only, until they pass or get incentives, and not want to do any FIT activities. I don't think it's logical to punish them for not passing IPPT and having to go FIT within same window. Especially if it is officially stated as a choice. I'm just talking in logical terms. Whether that is the case or not, still waiting for them to confirm. So far, all the speculation on how it's to be interpreted is very confusing.","flowerpalms wrote: I would say in the same window , you either pass ippt or take the FIIT  Because this scenario is HIGHLY unlikely  2021: fail ippt 2022: FIIT 2023: fail ippt 2024: FIIT 2025: fail ippt 2026: FIIT"
2626,"SAF IPPT, IPT & RT Questions...",flowerpalms,"What do you mean by repeat many IPPT? Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»","Nuclear Boy wrote: On the other hand, there could be someone who may want to repeat many attempts at IPPT, and IPPT only, until they pass or get incentives, and not want to do any FIT activities. I don't think it's logical to punish them for not passing IPPT and having to go FIT within same window.   I'm just talking in logical terms. Whether that is the case or not, still waiting for them to confirm."
2627,"SAF IPPT, IPT & RT Questions...",Nuclear Boy,"Someone just wants to attempt only IPPT, perhaps until can get incentive, and not go for any of the FIT activities. Think of it this way, under current system, if you can choose between taking as many IPPT attempts as you wish until you reach your personal goal (i.e. incentive money), or you can choose to complete IPT and complete the cycle and then leave yourself free to choose for next cycle. This is up to personal choice. If still fail, next cycle do RT.","flowerpalms wrote: What do you mean by repeat many IPPT?  Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»"
2628,"SAF IPPT, IPT & RT Questions...",flowerpalms,"You mean keep going for ippt in the window?  Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»","Nuclear Boy wrote: Someone just wants to attempt only IPPT, perhaps until can get incentives. They just want to get the incentive for IPPT, and not go for any of the FIT activities."
2629,"SAF IPPT, IPT & RT Questions...",Nuclear Boy,Yes. I updated the quoted post with an alternative perspective if I didn't get across to you earlier,"flowerpalms wrote: You mean keep going for ippt in the window?  Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»"
2630,"SAF IPPT, IPT & RT Questions...",flowerpalms,"I will just choose ipt and next year free to choose. I see no point keep taking ippt  Last time before the 3 station ippt , i also belong to ipt group. Every month i just pick like 2-3 Saturdays to go maju fcc . Ippt really no pressure to pass when you see those 2.4km really run until mad.  Its just that for FIT you only need ippt at last session. Iirc last time ipt is take ippt 1st and last session...  Posted from PCWX using A simple life, not a simple thing 🙏🏻",Nuclear Boy wrote: Yes. I updated the quoted post with an alternative perspective if I didn't get across to you earlier
2631,"SAF IPPT, IPT & RT Questions...",Nuclear Boy,"Same here la. But if there's a choice, it: 1. is a ""loophole"" that they are aware of, and is intended 2. makes no sense to force someone into FIT within the same window of a failed IPPT attempt or face charges, since the following one would be mandatory already (like RT, but cut half) If choose to take FIT but never finish within window, next window then would be mandatory, must finish or face charge. In the end, still cannot escape from defaulting in any case. So purpose is still served.","flowerpalms wrote: I will just choose ipt and next year free to choose. I see no point keep taking ippt  Last time before the 3 station ippt , i also belong to ipt group. Every month i just pick like 2-3 Saturdays to go maju fcc . Ippt really no pressure to pass when you see those 2.4km really run until mad.  Its just that for FIT you only need ippt at last session. Iirc last time ipt is take ippt 1st and last session...  Posted from PCWX using A simple life, not a simple thing ************************************"
2632,"SAF IPPT, IPT & RT Questions...",crumpler ish jin expensiv,"Yes. There's a space constrain. Meaning it affects how many servicemen can book for a FIT session at a particular location. OC FCC mentioned that after 1 April, they will increase the number of bookings for the men. Weekday IPPT sessions at the FCC will be at 1700 & 1800. FIT at 1900. The usual remains like no IPPT on Mon and Fri. Weekends I'm not so sure cos I didn't pay attention.","flowerpalms wrote: I would say there will most probably be limit to the no. of pax for FIIT@Parks due to space constraint. And it be seen in the video that its a smaller group. The majority still have to go to FCC one.  Just go FCC bah. 2 sessions a month for 9 sessions then book ippt to attempt it. No pressure to pass. I also come from IPT anyway before the 3 station ippt. Have passed everytime for the 3 station ippt until this year where i feel not confident liao.  Left 2 more cycles (this year 9th ict). Just finish it loh...  Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»"
2633,"SAF IPPT, IPT & RT Questions...",flowerpalms,"If fail ippt, fit need to be in same window?  Such a critical question and yet they dont even address it.  So frustrating  Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»",NIL
2634,"SAF IPPT, IPT & RT Questions...",ragegoh,,"flowerpalms wrote: If fail ippt, fit need to be in same window?  Such a critical question and yet they dont even address it.  So frustrating  Posted from PCWX using A simple life, not a simple thing ðŸ™￾ðŸ￾»"
2635,"SAF IPPT, IPT & RT Questions...",flowerpalms," Yup i just did. Lets see if they respond tmr  Posted from PCWX using A simple life, not a simple thing 🙏🏻",ragegoh wrote: You can do us a favour and try emailing Ns contact centre and let us know
2636,"SAF IPPT, IPT & RT Questions...",Nuclear Boy,"Just got a reply, but they just parrot all the FIT info without addressing my questions. What the fug...  Quote: Thank you for your email dated 15 March 2021.  Information on NS Fitness Improvement Training (FIT) Programme  •A new NS FIT programme will be launched on 1 April 2021 to provide you with more convenience and flexibility to stay active through a holistic fitness programme. •The NS FIT programme will streamline the criteria for you to complete your annual fitness requirements. NSmen who started on their IPT will complete their remaining sessions under NS FIT. NSmen do not need to cancel any currently booked IPT sessions. •NSmen can start booking for NS FIT sessions from 25 March 2021 onwards. •Note: From 25 March to 31 March, click 'Book IPT' to book your NS FIT Sessions. From 1 April onwards, click 'Book NS FIT' to book your NS FIT Sessions. •For any queries, please visit NS Portal for FAQs.",ragegoh wrote: You can do us a favour and try emailing Ns contact centre and let us know
2637,"SAF IPPT, IPT & RT Questions...",flowerpalms,"They themselves also dunno the answer lah 🙄  Thats why nv address in the news  Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»","Nuclear Boy wrote: I did last night, still haven't reply."
2638,"SAF IPPT, IPT & RT Questions...",Nuclear Boy,See my above amended post with their parrot answer. I shot back asking the questions again. See if they'd make a proper reply to them.,"flowerpalms wrote: They themselves also dunno the answer lah 🙄  Thats why nv address in the news  Posted from PCWX using A simple life, not a simple thing ðŸ™ðŸ»"
